,age,note_rate,wam,coupon,agency,curr_bal,maturity_date,term
3133GC6A5,17.0,2.333,159.0,1.5,UMBS,90356500.07,2036-05-01,176.0
3133GBX41,21.0,2.313,155.0,1.5,UMBS,92731893.24,2036-02-01,176.0
3133GBSZ8,21.0,2.708,153.0,2.0,UMBS,79180655.57,2036-01-01,174.0
3133GBSK1,22.0,2.274,152.0,1.5,UMBS,98515890.02,2036-01-01,174.0
3133GBGE8,22.0,2.318,154.0,1.5,UMBS,122129439.2,2035-12-01,176.0
3133GAY83,23.0,2.747,152.0,2.0,UMBS,126971342.0,2035-12-01,175.0
3133GAJK3,24.0,2.81,149.0,2.0,UMBS,136907586.9,2035-10-01,173.0
3133GAFY7,24.0,2.758,151.0,2.0,UMBS,111261226.1,2035-10-01,175.0
3133G9PP8,26.0,2.784,149.0,2.0,UMBS,126439343.3,2035-08-01,175.0
3133G9P29,27.0,2.821,147.0,2.0,UMBS,106486910.2,2035-08-01,174.0
3133G9MJ5,27.0,2.752,149.0,2.0,UMBS,129668760.6,2035-08-01,176.0
3133G9C56,27.0,2.782,148.0,2.0,UMBS,135309189.5,2035-07-01,175.0
3133G96J3,25.0,2.705,151.0,2.0,UMBS,81106071.3,2035-09-01,176.0
3133G95G0,25.0,2.779,149.0,2.0,UMBS,67484128.23,2035-09-01,174.0
3133BJFN7,2.0,4.992,355.0,4.0,UMBS,103417089.2,2052-08-01,357.0
3133BHLT1,3.0,5.439,354.0,4.5,UMBS,157133673.6,2052-08-01,357.0
3133BHGV2,3.0,4.997,354.0,4.0,UMBS,265729759.2,2052-08-01,357.0
3133BHGB6,3.0,4.991,355.0,4.0,UMBS,289974155.5,2052-08-01,358.0
3133BH3H7,3.0,4.971,355.0,4.0,UMBS,198750727.2,2052-08-01,358.0
3133BFL57,4.0,5.363,354.0,4.5,UMBS,165015400.7,2052-07-01,358.0
3133BFKU3,4.0,4.946,355.0,4.0,UMBS,382358150.7,2052-07-01,359.0
3133BFCJ7,4.0,4.415,355.0,3.5,UMBS,93715839.46,2052-07-01,359.0
3133BFB90,4.0,5.453,354.0,4.5,UMBS,138218688.2,2052-07-01,358.0
3133BFB74,4.0,4.976,354.0,4.0,UMBS,150471861.3,2052-07-01,358.0
3133BF6M7,3.0,5.396,353.0,4.5,UMBS,123747094.5,2052-07-01,356.0
3133BEXY4,4.0,4.805,354.0,4.0,UMBS,95618939.66,2052-06-01,358.0
3133BEDY6,4.0,4.876,354.0,4.0,UMBS,194870774.7,2052-06-01,358.0
3133BE6F5,3.0,4.84,353.0,4.0,UMBS,93954456.75,2052-07-01,356.0
3133BDVW2,4.0,4.903,353.0,4.0,UMBS,107144809.5,2052-06-01,357.0
3133BDVU6,5.0,4.413,353.0,3.5,UMBS,125386163.4,2052-06-01,358.0
3133BDQS7,5.0,4.313,354.0,3.5,UMBS,166557835.2,2052-06-01,359.0
3133BDPG4,4.0,4.852,354.0,4.0,UMBS,204358402.2,2052-06-01,358.0
3133BDA54,4.0,4.898,355.0,4.0,UMBS,74425479.24,2052-06-01,359.0
3133BCML8,5.0,4.776,353.0,4.0,UMBS,79039126.98,2052-06-01,358.0
3133BCCW5,5.0,4.643,353.0,4.0,UMBS,85129326.02,2052-06-01,358.0
3133BC6N2,5.0,4.355,354.0,3.5,UMBS,83384693.33,2052-06-01,359.0
3133BBZT9,5.0,4.275,353.0,3.5,UMBS,100779742.5,2052-05-01,358.0
3133BBZQ5,6.0,3.819,353.0,3.0,UMBS,113789459.0,2052-05-01,359.0
3133BBS26,5.0,4.584,353.0,4.0,UMBS,126220114.6,2052-05-01,358.0
3133BAGE5,6.0,3.827,353.0,3.0,UMBS,73077712.49,2052-05-01,359.0
3133BAC82,6.0,4.271,353.0,3.5,UMBS,96849086.6,2052-04-01,359.0
3133BAC58,6.0,3.849,352.0,3.0,UMBS,112716387.0,2052-04-01,358.0
3133B9SK1,6.0,3.872,353.0,3.0,UMBS,73383329.77,2052-04-01,359.0
3133B9QV9,6.0,3.892,353.0,3.0,UMBS,73597325.52,2052-04-01,359.0
3133B9LG7,7.0,3.449,352.0,2.5,UMBS,96432061.62,2052-04-01,359.0
3133B9LB8,7.0,3.432,352.0,2.5,UMBS,329653812.7,2052-04-01,359.0
3133B93W2,6.0,3.846,353.0,3.0,UMBS,80270927.92,2052-04-01,359.0
3133B93G7,7.0,3.409,352.0,2.5,UMBS,115644903.3,2052-04-01,359.0
3133B7Z68,7.0,3.496,351.0,2.5,UMBS,80698271.63,2052-04-01,358.0
3133B7UB2,7.0,3.428,351.0,2.5,UMBS,86622455.97,2052-04-01,358.0
3133B7GH5,7.0,3.396,351.0,2.5,UMBS,91657438.37,2052-04-01,358.0
3133B6YS3,7.0,3.354,350.0,2.5,UMBS,100947126.3,2052-03-01,357.0
3133B6UG3,7.0,3.632,352.0,3.0,UMBS,333276473.0,2052-03-01,359.0
3133B6UA6,8.0,3.249,350.0,2.5,UMBS,314635822.4,2052-03-01,358.0
3133B6KU3,7.0,3.336,350.0,2.5,UMBS,88501738.02,2052-03-01,357.0
3133B6EB2,8.0,3.318,351.0,2.5,UMBS,270971404.0,2052-03-01,359.0
3133B6EA4,8.0,2.979,351.0,2.0,UMBS,79613351.62,2052-03-01,359.0
3133B6DK3,7.0,3.294,348.0,2.5,UMBS,69603035.06,2052-03-01,355.0
3133B6D98,8.0,3.322,349.0,2.5,UMBS,114359127.3,2052-03-01,357.0
3133B6C99,8.0,3.091,351.0,2.0,UMBS,80491685.04,2052-03-01,359.0
3133B6AA8,8.0,3.302,350.0,2.5,UMBS,225213952.8,2052-03-01,358.0
3133B66B1,7.0,3.412,351.0,2.5,UMBS,193630348.1,2052-03-01,358.0
3133B66A3,8.0,2.983,351.0,2.0,UMBS,168323272.8,2052-03-01,359.0
3133B5EL2,8.0,3.34,350.0,2.5,UMBS,140392057.5,2052-02-01,358.0
3133B5EK4,8.0,2.97,350.0,2.0,UMBS,263032386.2,2052-02-01,358.0
3133B5DR0,8.0,3.325,350.0,2.5,UMBS,74297238.58,2052-02-01,358.0
3133B4Z40,9.0,3.308,348.0,2.5,UMBS,181596254.0,2052-02-01,357.0
3133B4R56,8.0,2.988,347.0,2.0,UMBS,80796744.02,2052-02-01,355.0
3133B4EZ4,9.0,3.334,349.0,2.5,UMBS,85964795.53,2052-02-01,358.0
3133B4EY7,9.0,3.007,350.0,2.0,UMBS,155386443.6,2052-02-01,359.0
3133B42U8,9.0,3.026,348.0,2.0,UMBS,68945325.65,2052-02-01,357.0
3133B42R5,9.0,2.996,348.0,2.0,UMBS,185219138.6,2052-02-01,357.0
3133B42G9,8.0,3.024,351.0,2.0,UMBS,196068250.5,2052-02-01,359.0
3133B2YN3,11.0,2.958,346.0,2.0,UMBS,287326797.5,2052-01-01,357.0
3133B2YM5,9.0,2.964,349.0,2.0,UMBS,326448777.3,2052-01-01,358.0
3133B2Y60,9.0,3.369,349.0,2.5,UMBS,160164407.6,2052-01-01,358.0
3133B2Y37,9.0,2.952,348.0,2.0,UMBS,321464944.2,2052-01-01,357.0
3133B2X95,10.0,3.33,347.0,2.5,UMBS,232008144.6,2052-01-01,357.0
3133B2V97,10.0,3.329,349.0,2.5,UMBS,85950487.11,2052-01-01,359.0
3133B2AD1,10.0,2.983,349.0,2.0,UMBS,177684308.2,2052-01-01,359.0
3133B1ZA2,10.0,2.965,348.0,2.0,UMBS,131673059.1,2052-01-01,358.0
3133B1UA7,11.0,2.918,347.0,2.0,UMBS,170180266.5,2052-01-01,358.0
3133B12F7,10.0,3.034,348.0,2.0,UMBS,73075915.68,2052-01-01,358.0
3133B0WX7,10.0,3.35,347.0,2.5,UMBS,77395965.53,2051-12-01,357.0
3133B0WW9,10.0,2.919,348.0,2.0,UMBS,348800787.5,2051-12-01,358.0
3133B0SS3,11.0,2.88,346.0,2.0,UMBS,110108419.3,2051-12-01,357.0
3133B0SP9,11.0,3.065,347.0,2.5,UMBS,104172479.8,2051-12-01,358.0
3133B0SA2,11.0,2.872,347.0,2.0,UMBS,88710876.66,2051-12-01,358.0
3133B0RZ8,11.0,3.31,346.0,2.5,UMBS,280986533.5,2051-12-01,357.0
3133B0RQ8,11.0,3.276,347.0,2.5,UMBS,299518114.8,2051-12-01,358.0
3133B04G5,10.0,3.257,348.0,2.5,UMBS,86046792.89,2051-12-01,358.0
3133B03K7,10.0,3.276,349.0,2.5,UMBS,74148471.99,2051-12-01,359.0
3133B02H5,10.0,2.927,349.0,2.0,UMBS,78001021.64,2051-12-01,359.0
3133AYLY4,11.0,2.816,346.0,2.0,UMBS,104976914.8,2051-12-01,357.0
3133AYLU2,11.0,2.82,346.0,2.0,UMBS,71285586.12,2051-12-01,357.0
3133AYLK4,12.0,3.341,346.0,2.5,UMBS,229887833.7,2051-11-01,358.0
3133AY5D8,11.0,2.853,347.0,2.0,UMBS,141757336.2,2051-12-01,358.0
3133AXTB8,11.0,3.271,347.0,2.5,UMBS,161995485.9,2051-11-01,358.0
3133AXS94,11.0,2.833,347.0,2.0,UMBS,335378593.1,2051-11-01,358.0
3133AXMB5,11.0,2.868,347.0,2.0,UMBS,244703318.6,2051-11-01,358.0
3133AXMA7,12.0,2.859,345.0,2.0,UMBS,293548901.0,2051-11-01,357.0
3133AXLT7,12.0,3.226,345.0,2.5,UMBS,93268172.81,2051-11-01,357.0
3133AWPS7,12.0,2.8,346.0,2.0,UMBS,124772956.4,2051-11-01,358.0
3133AWM68,12.0,2.8,344.0,2.0,UMBS,141764514.2,2051-11-01,356.0
3133AWDB7,12.0,2.79,345.0,2.0,UMBS,85376857.69,2051-10-01,357.0
3133AUPL6,12.0,3.2,345.0,2.5,UMBS,139095189.0,2051-10-01,357.0
3133AULS5,13.0,3.202,346.0,2.5,UMBS,214090550.1,2051-10-01,359.0
3133AUL22,12.0,2.794,345.0,2.0,UMBS,268692177.7,2051-10-01,357.0
3133AUDQ8,13.0,2.834,344.0,2.0,UMBS,155277335.8,2051-10-01,357.0
3133ATNW7,13.0,3.122,345.0,2.5,UMBS,190851929.0,2051-10-01,358.0
3133ATMY4,13.0,2.803,345.0,2.0,UMBS,127391489.4,2051-10-01,358.0
3133ATMX6,13.0,2.79,345.0,2.0,UMBS,99224409.55,2051-10-01,358.0
3133ATCY5,13.0,3.204,344.0,2.5,UMBS,82122815.35,2051-10-01,357.0
3133ASM91,13.0,2.837,345.0,2.0,UMBS,385099564.9,2051-09-01,358.0
3133ASJB0,14.0,3.447,344.0,2.5,UMBS,84333814.49,2051-09-01,358.0
3133ASGR8,13.0,3.25,344.0,2.5,UMBS,160412053.0,2051-09-01,357.0
3133ARVS1,14.0,2.893,344.0,2.0,UMBS,133634504.4,2051-09-01,358.0
3133ARUA1,14.0,2.903,345.0,2.0,UMBS,123049921.8,2051-09-01,359.0
3133ARQH1,14.0,3.292,343.0,2.5,UMBS,386662765.6,2051-08-01,357.0
3133ARH57,14.0,3.328,344.0,2.5,UMBS,75939870.81,2051-09-01,358.0
3133AR6K6,14.0,3.317,345.0,2.5,UMBS,78928536.55,2051-09-01,359.0
3133AR2Q7,14.0,3.261,345.0,2.5,UMBS,74297826.5,2051-09-01,359.0
3133AQYC5,14.0,3.322,345.0,2.5,UMBS,131609183.1,2051-08-01,359.0
3133AQXR3,15.0,2.894,343.0,2.0,UMBS,679565260.5,2051-08-01,358.0
3133AQXM4,14.0,3.369,343.0,2.5,UMBS,107100005.7,2051-08-01,357.0
3133AQXK8,14.0,2.906,343.0,2.0,UMBS,118372063.6,2051-08-01,357.0
3133AQWT0,14.0,2.949,341.0,2.0,UMBS,127925437.5,2051-08-01,355.0
3133AQQD2,15.0,2.924,343.0,2.0,UMBS,266748091.3,2051-08-01,358.0
3133AQQA8,14.0,2.946,344.0,2.0,UMBS,188434856.0,2051-08-01,358.0
3133AQQ26,14.0,3.346,343.0,2.5,UMBS,292544192.7,2051-08-01,357.0
3133AQPT8,15.0,3.225,344.0,2.5,UMBS,86048729.58,2051-08-01,359.0
3133AQP84,14.0,2.925,344.0,2.0,UMBS,88714317.55,2051-08-01,358.0
3133AQFW2,14.0,2.961,342.0,2.0,UMBS,147194947.9,2051-08-01,356.0
3133APVR7,15.0,2.964,343.0,2.0,UMBS,120843172.5,2051-08-01,358.0
3133APCV9,15.0,3.362,342.0,2.5,UMBS,148250410.4,2051-07-01,357.0
3133APCU1,15.0,2.882,342.0,2.0,UMBS,306863166.8,2051-07-01,357.0
3133ANZV9,15.0,2.968,342.0,2.0,UMBS,226434667.3,2051-07-01,357.0
3133ANY99,16.0,2.971,341.0,2.0,UMBS,228923188.0,2051-07-01,357.0
3133ANY81,16.0,2.997,341.0,2.0,UMBS,218583885.4,2051-07-01,357.0
3133ANY73,16.0,2.979,341.0,2.0,UMBS,231005076.3,2051-07-01,357.0
3133ANTW4,16.0,3.459,341.0,2.5,UMBS,92889825.98,2051-07-01,357.0
3133ANTD6,16.0,2.967,342.0,2.0,UMBS,109607255.0,2051-07-01,358.0
3133ANQW7,15.0,2.934,342.0,2.0,UMBS,147961682.2,2051-07-01,357.0
3133ANQV9,16.0,2.943,342.0,2.0,UMBS,136601281.0,2051-07-01,358.0
3133ANMP6,16.0,3.253,342.0,2.5,UMBS,224142179.4,2051-07-01,358.0
3133ANEA8,16.0,2.908,340.0,2.0,UMBS,109357257.2,2051-07-01,356.0
3133ANDA9,18.0,2.887,312.0,2.0,UMBS,67760692.38,2051-06-01,330.0
3133AND76,16.0,2.92,341.0,2.0,UMBS,135706096.2,2051-07-01,357.0
3133AN4G6,15.0,2.895,343.0,2.0,UMBS,114214284.4,2051-07-01,358.0
3133AN4F8,15.0,2.903,341.0,2.0,UMBS,97538126.24,2051-07-01,356.0
3133AN3W2,15.0,3.308,342.0,2.5,UMBS,339481464.7,2051-07-01,357.0
3133AMVY9,16.0,2.911,340.0,2.0,UMBS,133671426.9,2051-06-01,356.0
3133AMKC9,16.0,2.954,341.0,2.0,UMBS,165515651.8,2051-06-01,357.0
3133AMEP7,16.0,3.261,342.0,2.5,UMBS,195788336.7,2051-06-01,358.0
3133AMEK8,16.0,2.95,342.0,2.0,UMBS,68509174.72,2051-06-01,358.0
3133AM3D6,16.0,3.29,342.0,2.5,UMBS,87974385.76,2051-06-01,358.0
3133ALZ68,17.0,2.969,340.0,2.0,UMBS,162011128.2,2051-06-01,357.0
3133ALQD3,17.0,2.887,341.0,2.0,UMBS,67588154.55,2051-05-01,358.0
3133ALQC5,17.0,3.253,339.0,2.5,UMBS,128621467.5,2051-05-01,356.0
3133ALN38,18.0,2.492,338.0,1.5,UMBS,226402093.6,2051-05-01,356.0
3133ALHJ0,17.0,2.902,340.0,2.0,UMBS,179138271.7,2051-05-01,357.0
3133ALHG6,17.0,3.246,340.0,2.5,UMBS,99068064.46,2051-05-01,357.0
3133ALAU2,17.0,2.883,338.0,2.0,UMBS,72309588.84,2051-05-01,355.0
3133AKPS3,18.0,2.854,338.0,2.0,UMBS,69902933.38,2051-05-01,356.0
3133AKPQ7,18.0,2.515,339.0,1.5,UMBS,169967298.9,2051-05-01,357.0
3133AKPM6,18.0,2.506,338.0,1.5,UMBS,150305192.6,2051-05-01,356.0
3133AKKG4,18.0,2.848,337.0,2.0,UMBS,237099256.9,2051-04-01,355.0
3133AKJB7,18.0,2.833,338.0,2.0,UMBS,93310495.0,2051-04-01,356.0
3133AKH94,18.0,2.543,338.0,1.5,UMBS,89661039.32,2051-04-01,356.0
3133AKFQ8,18.0,2.836,339.0,2.0,UMBS,130131529.2,2051-04-01,357.0
3133AKDU1,18.0,2.853,336.0,2.0,UMBS,328589419.8,2051-04-01,354.0
3133AKDR8,18.0,2.853,339.0,2.0,UMBS,306075832.5,2051-04-01,357.0
3133AKDP2,18.0,2.857,339.0,2.0,UMBS,379238358.9,2051-04-01,357.0
3133AKBT6,19.0,2.532,335.0,1.5,UMBS,73768412.88,2051-04-01,354.0
3133AKB90,18.0,2.822,338.0,2.0,UMBS,522903517.2,2051-04-01,356.0
3133AKB74,19.0,2.454,337.0,1.5,UMBS,232182891.0,2051-04-01,356.0
3133AK2R0,18.0,2.878,339.0,2.0,UMBS,138331415.3,2051-05-01,357.0
3133AJVV2,19.0,2.855,337.0,2.0,UMBS,130233728.5,2051-04-01,356.0
3133AJVU4,19.0,2.853,338.0,2.0,UMBS,78268128.64,2051-04-01,357.0
3133AJPG2,19.0,2.863,337.0,2.0,UMBS,219101572.7,2051-04-01,356.0
3133AJF32,19.0,2.835,336.0,2.0,UMBS,89940427.75,2051-03-01,355.0
3133AJEN9,19.0,2.494,338.0,1.5,UMBS,84917363.08,2051-03-01,357.0
3133AJEM1,19.0,2.832,336.0,2.0,UMBS,101377769.9,2051-03-01,355.0
3133AJCZ4,19.0,2.855,337.0,2.0,UMBS,218880359.0,2051-03-01,356.0
3133AJC27,19.0,2.487,338.0,1.5,UMBS,72090253.64,2051-03-01,357.0
3133AJ4W0,18.0,2.564,339.0,1.5,UMBS,86169897.13,2051-04-01,357.0
3133AHAU1,19.0,2.875,335.0,2.0,UMBS,139626935.1,2051-03-01,354.0
3133AGZ51,20.0,2.462,337.0,1.5,UMBS,137368026.2,2051-03-01,357.0
3133AGRZ4,20.0,2.792,336.0,2.0,UMBS,88480570.57,2051-03-01,356.0
3133AGQK8,20.0,2.477,336.0,1.5,UMBS,132780367.3,2051-03-01,356.0
3133AGK73,20.0,2.497,336.0,1.5,UMBS,201777782.3,2051-03-01,356.0
3133AGCH0,20.0,2.851,335.0,2.0,UMBS,95122584.1,2051-02-01,355.0
3133AG7G8,19.0,2.873,336.0,2.0,UMBS,218851412.5,2051-03-01,355.0
3133AG6K0,19.0,2.488,337.0,1.5,UMBS,206213630.9,2051-03-01,356.0
3133AG5E5,20.0,2.436,337.0,1.5,UMBS,164254259.2,2051-03-01,357.0
3133AFTZ4,21.0,2.477,334.0,1.5,UMBS,207402151.2,2051-02-01,355.0
3133AEH31,22.0,2.834,334.0,2.0,UMBS,124921355.1,2051-01-01,356.0
3133ACHK7,23.0,2.9,330.0,2.0,UMBS,194353024.3,2050-11-01,353.0
3133ACDK1,24.0,2.884,331.0,2.0,UMBS,208716156.0,2050-11-01,355.0
3133ABQC7,24.0,2.899,333.0,2.0,UMBS,71817375.54,2050-11-01,357.0
3133ABBV1,25.0,2.943,328.0,2.0,UMBS,107340967.3,2050-10-01,353.0
3133ABBU3,25.0,2.941,329.0,2.0,UMBS,111201044.3,2050-10-01,354.0
3133AAXB3,25.0,2.896,330.0,2.0,UMBS,113768971.8,2050-10-01,355.0
3133AANB4,25.0,2.967,328.0,2.0,UMBS,99942711.92,2050-10-01,353.0
3133AAJK9,25.0,2.97,329.0,2.0,UMBS,141895843.6,2050-09-01,354.0
3133AAEV0,25.0,2.979,330.0,2.0,UMBS,90991673.14,2050-09-01,355.0
3133AADV1,25.0,2.924,329.0,2.0,UMBS,110451428.3,2050-09-01,354.0
3133A9C94,26.0,3.008,330.0,2.0,UMBS,83866363.69,2050-09-01,356.0
3133A9BQ7,26.0,3.019,329.0,2.0,UMBS,140863454.2,2050-09-01,355.0
3133A94E2,25.0,2.982,330.0,2.0,UMBS,165967335.5,2050-09-01,355.0
3133A8Z34,26.0,3.03,329.0,2.0,UMBS,70933480.1,2050-08-01,355.0
3133A8X77,27.0,3.395,329.0,2.5,UMBS,176613746.4,2050-08-01,356.0
3133A8X69,26.0,3.432,330.0,2.5,UMBS,229931408.7,2050-08-01,356.0
3133A8MD6,27.0,3.355,329.0,2.5,UMBS,161465578.7,2050-08-01,356.0
3133A85K9,26.0,3.007,330.0,2.0,UMBS,108622095.4,2050-08-01,356.0
3133A7RW1,28.0,3.375,326.0,2.5,UMBS,304885180.8,2050-07-01,354.0
3133A7LB3,28.0,3.397,327.0,2.5,UMBS,178781159.8,2050-07-01,355.0
3133A7FY0,28.0,3.375,327.0,2.5,UMBS,381150681.7,2050-07-01,355.0
3133A7FU8,28.0,3.37,327.0,2.5,UMBS,67765657.15,2050-07-01,355.0
3133A6UH2,28.0,3.4,326.0,2.5,UMBS,100237616.0,2050-06-01,354.0
3133A6RS2,28.0,3.391,326.0,2.5,UMBS,91680907.71,2050-06-01,354.0
3133A6QM6,28.0,3.387,328.0,2.5,UMBS,106339103.5,2050-07-01,356.0
3133A6AU5,29.0,3.42,325.0,2.5,UMBS,87923257.28,2050-06-01,354.0
3133A6AD3,29.0,3.447,324.0,2.5,UMBS,67842219.24,2050-06-01,353.0
3133A5BG7,29.0,3.429,327.0,2.5,UMBS,71503503.39,2050-06-01,356.0
3133A4EP7,30.0,3.402,325.0,2.5,UMBS,73456760.33,2050-05-01,355.0
3133A4CE4,30.0,3.41,324.0,2.5,UMBS,181674476.4,2050-04-01,354.0
3133A3YP7,30.0,3.456,325.0,2.5,UMBS,169680866.0,2050-04-01,355.0
3133A3YM4,31.0,3.471,320.0,2.5,UMBS,194702947.1,,351.0
3133A3X94,31.0,3.786,322.0,3.0,UMBS,126954163.0,2050-04-01,353.0
3133A3UC0,30.0,3.429,325.0,2.5,UMBS,88616489.27,,355.0
3133A3NT1,31.0,3.476,321.0,2.5,UMBS,71274366.95,2050-04-01,352.0
3133A3CU0,32.0,3.807,324.0,3.0,UMBS,104107914.4,2050-03-01,356.0
3133A2B58,33.0,3.473,319.0,2.5,UMBS,71852184.42,2050-02-01,352.0
3133A1BZ4,34.0,3.888,318.0,3.0,UMBS,86176948.8,2050-01-01,352.0
3133A1B27,34.0,3.881,320.0,3.0,UMBS,114492582.0,2050-01-01,354.0
31335CJY1,53.0,4.625,298.0,4.0,FHLMCGLD,1139800867.0,2049-02-01,351.0
31335CJX3,117.0,3.644,230.0,3.0,FHLMCGLD,345213197.8,2044-01-01,347.0
31335CJU9,116.0,4.019,230.0,3.5,FHLMCGLD,900430431.6,2044-01-01,346.0
31335CJT2,117.0,4.0,227.0,3.5,FHLMCGLD,204304379.5,2044-01-01,344.0
31335CJQ8,116.0,3.594,226.0,3.0,FHLMCGLD,311974540.2,2043-08-01,342.0
31335CJP0,65.0,4.518,287.0,4.0,FHLMCGLD,3031219637.0,2048-02-01,352.0
31335CJN5,63.0,4.082,287.0,3.5,FHLMCGLD,4898070490.0,2048-01-01,350.0
31335CJM7,62.0,4.977,291.0,4.5,FHLMCGLD,305124165.5,2048-01-01,353.0
31335CJF2,118.0,4.518,229.0,4.0,FHLMCGLD,174679638.4,2044-07-01,347.0
31335CJD7,118.0,3.157,227.0,2.5,FHLMCGLD,204384327.9,2043-03-01,345.0
31335CJC9,94.0,3.837,252.0,3.0,FHLMCGLD,229789726.4,2045-07-01,346.0
31335CJ70,53.0,5.062,299.0,4.5,FHLMCGLD,247136615.5,2048-12-01,352.0
31335CJ62,55.0,4.144,295.0,3.5,FHLMCGLD,382847520.7,2049-02-01,350.0
31335BSB3,77.0,4.59,275.0,4.0,FHLMCGLD,1158462387.0,2047-02-01,352.0
31335BQW9,76.0,4.147,274.0,3.5,FHLMCGLD,5835130299.0,2047-09-01,350.0
31335BPS9,74.0,3.696,276.0,3.0,FHLMCGLD,14363350282.0,2047-02-01,350.0
31335BKR6,87.0,4.12,262.0,3.5,FHLMCGLD,7840603931.0,2046-06-01,349.0
31335BKE5,87.0,4.608,264.0,4.0,FHLMCGLD,1338344960.0,2046-08-01,351.0
31335BBK1,88.0,3.745,258.0,3.0,FHLMCGLD,5432490301.0,2046-02-01,346.0
31335BAS5,97.0,4.62,251.0,4.0,FHLMCGLD,132482243.2,2045-09-01,348.0
31335AYS1,113.0,4.079,232.0,3.5,FHLMCGLD,128246395.3,2043-07-01,345.0
31335AYR3,116.0,3.628,228.0,3.0,FHLMCGLD,131480332.1,2043-04-01,344.0
31335AYF9,137.0,4.627,208.0,4.0,FHLMCGLD,71543718.47,2042-03-01,345.0
31335AWZ7,105.0,4.214,240.0,3.5,FHLMCGLD,433298804.1,2044-05-01,345.0
31335AVY1,111.0,3.534,235.0,3.0,FHLMCGLD,735422075.9,2044-02-01,346.0
31335AVX3,101.0,4.294,243.0,3.5,FHLMCGLD,650329748.1,2045-08-01,344.0
31335AVW5,107.0,4.179,237.0,3.5,FHLMCGLD,741899188.0,2045-04-01,344.0
31335AVU9,95.0,4.63,254.0,4.0,FHLMCGLD,623086398.3,2045-03-01,349.0
31335AVT2,95.0,4.219,251.0,3.5,FHLMCGLD,1594928806.0,2045-02-01,346.0
31335AVQ8,98.0,4.576,250.0,4.0,FHLMCGLD,1621567623.0,2044-12-01,348.0
31335AVP0,98.0,4.215,247.0,3.5,FHLMCGLD,2174570688.0,2045-09-01,345.0
31335AT81,119.0,4.058,227.0,3.5,FHLMCGLD,515046686.3,2043-05-01,346.0
31335AT73,116.0,4.129,230.0,3.5,FHLMCGLD,304956720.7,2044-07-01,346.0
31335AT65,121.0,3.597,222.0,3.0,FHLMCGLD,2912258444.0,2043-01-01,343.0
31335AT57,101.0,4.616,246.0,4.0,FHLMCGLD,1839748045.0,2045-05-01,347.0
31335AT40,104.0,4.589,242.0,4.0,FHLMCGLD,1803213296.0,2044-05-01,346.0
31335AT24,122.0,3.978,224.0,3.5,FHLMCGLD,1085587546.0,2043-10-01,346.0
31335ASZ2,107.0,4.61,240.0,4.0,FHLMCGLD,1521874570.0,2044-04-01,347.0
31335ASY5,110.0,3.972,236.0,3.5,FHLMCGLD,2801435157.0,2043-12-01,346.0
31335ASX7,113.0,3.596,232.0,3.0,FHLMCGLD,5846772014.0,2043-08-01,345.0
31335ASW9,116.0,3.552,229.0,3.0,FHLMCGLD,8176239950.0,2044-10-01,345.0
31335ASV1,109.0,4.589,238.0,4.0,FHLMCGLD,1242180116.0,2043-12-01,347.0
31335ASU3,112.0,3.991,234.0,3.5,FHLMCGLD,1711435036.0,2043-10-01,346.0
31335AST6,119.0,3.615,226.0,3.0,FHLMCGLD,7818883305.0,2043-03-01,345.0
31335ARW0,122.0,4.564,224.0,4.0,FHLMCGLD,71584262.71,2043-07-01,346.0
31335ARV2,125.0,3.979,219.0,3.5,FHLMCGLD,2344482066.0,2044-01-01,344.0
31335APV4,125.0,4.512,221.0,4.0,FHLMCGLD,140688786.5,2043-11-01,346.0
31335APU6,128.0,3.973,215.0,3.5,FHLMCGLD,1574267644.0,2043-08-01,343.0
31335ALW6,123.0,4.054,219.0,3.5,FHLMCGLD,300357613.8,2043-05-01,342.0
31335ALU0,134.0,4.565,210.0,4.0,FHLMCGLD,689707367.3,2042-06-01,344.0
31335ALT3,141.0,4.469,204.0,4.0,FHLMCGLD,314356879.0,2042-11-01,345.0
31335ALS5,141.0,4.055,199.0,3.5,FHLMCGLD,227883516.5,2042-06-01,340.0
31335AL97,128.0,4.461,218.0,4.0,FHLMCGLD,192202843.9,2042-12-01,346.0
31335AL89,131.0,4.039,212.0,3.5,FHLMCGLD,1305136984.0,2042-10-01,343.0
31335AL71,131.0,4.468,214.0,4.0,FHLMCGLD,397698326.3,2042-07-01,345.0
31335AL55,143.0,4.464,201.0,4.0,FHLMCGLD,409842534.2,2041-09-01,344.0
31335AL48,143.0,4.06,200.0,3.5,FHLMCGLD,357065307.0,2042-06-01,343.0
31335AL30,146.0,4.659,199.0,4.0,FHLMCGLD,226252380.7,2041-06-01,345.0
31335AJK5,147.0,4.965,198.0,4.5,FHLMCGLD,126620475.7,2041-10-01,345.0
31335AHS0,123.0,4.016,222.0,3.5,FHLMCGLD,189265166.3,2043-02-01,345.0
31335AHN1,155.0,4.952,190.0,4.5,FHLMCGLD,670772535.5,2042-06-01,345.0
31335A3L0,113.0,4.037,235.0,3.5,FHLMCGLD,139645929.7,2044-06-01,348.0
31335A3K2,111.0,4.597,236.0,4.0,FHLMCGLD,107839883.3,2044-01-01,347.0
31335A2N7,125.0,4.495,219.0,4.0,FHLMCGLD,81846443.25,2043-06-01,344.0
